799,Durgan Inc,1,147
800,Friesen and Sons,2,147
801,Crona-Von,3,147
802,Hackett Group,4,147
803,Maggio-Kassulke,9,148
804,Smitham LLC,7,148
805,Jast-O'Conner,7,149
806,"Kessler, Mann and Balistreri",5,149
807,Bergnaum Inc,11,150
808,"Mohr, Simonis and Ondricka",4,150
809,Morissette-Streich,9,150
810,Aufderhar LLC,2,150
811,"Bode, Reynolds and Ritchie",11,150
812,"Stamm, Osinski and Bernhard",9,150
813,Schowalter LLC,7,150
814,Kuvalis Inc,3,150
815,Rolfson-Mertz,4,150
816,Schneider-Abbott,7,150
